mbid	thedomid	thename	location	explanation
1dd491a1ea90	UP7P2330	El_Duque	17-37	NULL
546473c4a769	TP7P2361	El_Guapo	06-56	NULL
bafd38109bfc	TP7P2625	El_Rom	32-20	NULL
cb127bc2ed6b	UP5P0760	Embryology	72-51	-
5bdfacbbfef4	TP6Y4259	Emeishan	78-24	Chinese gods and mythical heroes
b1598d20281b	UP6P1876	Emek	55-05	NULL
220429d7a7b4	AP6P1100	Emergency_Stop	55-63	On railways, an emergency stop is a full application of the brakes in order to bring a train to a stop as quickly as possible
279b550026ff	TP7P2399	Emerson_Radio	09-52	NULL
789eb548213c	UP5P0644	Emetophobia	18-43	-
b81102dc55ae	UP7P2134	Emmental	55-15	NULL
717201da8956	UP7P2418	Empire_Radio	25-09	NULL
aa6c0827a1d8	UP7P2426	Emrichruhstrasse	35-13	NULL
19486ff69003	UL9H6080	En	85-59	NULL
1ae4a83e1372	TL9P6613	Encyclopod	82-58	NULL
0be7ec07c986	UP6P1504	Endicott_River	67-43	SE Alaska, rises in Muir Glacier
c299b15f12fe	TP8P3155	Endmill	13-34	NULL
fb29b40cb960	UP5P0724	Enetophobia	74-25	-
6c7b9e1c7fc8	UP6Y4234	Engai	47-41	African Gods and Legendary Heroes
e340dc2ad364	TP8P3573	Engelberg	22-16	NULL
a53c62b0b9bc	TP6H7541	Engelbrektsgatan	36-16	-
6c7b32bac895	UP4P0188	English_bitter	30-27	-
0d654a32652c	SCIN0004	English_Muffin	62-66	NULL
bad4c872db29	UP5P0754	Enigmatology	18-47	-
4b7e5077341a	UP5H0136	Enkelbeckasin	57-53	-
e5565ae67d39	TP6H7679	Enkelcell	52-20	NULL
fa02b48ae456	TP7H8015	Enslinje	28-34	NULL
1d28b6000d69	TP5H0203	Ensta	47-56	-
ba9b2cf7854f	UP6P1700	Enter_The_Dragon	75-13	Bruce Lees famous american film
035cd56b0c12	TP5H0139	Entita	56-22	-
feb392361dbd	UP5P0826	Entomology	46-23	-
6b546d80cc1a	UP5P0686	Entomophobia	10-31	-
4bf1b41ab50e	UP6H7542	Eolsgatan	54-31	-
0fd12d1ac016	UP5P0710	Eosophobia	76-07	-
81f0a16ec914	UP5P0618	Ephebiphobia	29-05	-
2676cdb605b1	AP6P1174	Ephesus	60-64	NULL
30c2b92f9b90	UP5P0782	Epidemiology	56-11	-
7f900d9a0a35	TP7Y4769	Epiphyse	28-26	NULL
45c38b6cb957	TP7P2469	Equestrian	16-38	NULL
c7f5e1b27dd2	UP5P0628	Equinophobia	29-35	-
c22090693066	TP6P1723	Eraserhead	69-50	Fantasy movie set in an industrial setting
1af917ec62b5	UP8Y5036	Erebus_Crystal	08-27	NULL
e326ec8bc13f	UP5P0884	Eremophilia	39-23	-
0912cde99f01	UP5P0678	Ereuthophobia	64-27	-
41d048ef60bb	UP7P2618	Erez	35-31	NULL
a767a48cfe8a	UP5P0872	Ergophilia	39-09	-
34bb7d414187	UP5P0598	Ergophobia	65-55	-
d3d1cec950e7	TP7P2389	Eric_Coplin	45-52	NULL
ec7cf9d65358	UP7P2272	Erie_Nation	41-13	NULL
96dfd88b4425	UP6H7544	Eriksbergsgatan	52-13	-
04337185da12	TP6H7543	Erik_Dahlsbergsallen	54-22	-
1bdc3e9c8b74	TP4H0036	Erik_den_Helige	30-52	-
72fecfd94382	UP4H0017	Erik_Segersaell	21-11	-
38ae7fdfc4c7	UP4H0019	Erik_the_Red	21-09	-
18c2470c075b	UP6P1780	Eritrean_Airlines	60-05	Eritrea national airline
796bbf41cea5	UP7Y4858	Ermione	06-41	NULL
3df09a0b74e3	TP7Y4545	Ermolai	44-56	NULL
d6359c69f645	AP7P2082	Ernest_Shackleton	03-61	NULL
31d86b31a369	TP9P3751	Ernie	22-14	NULL
62fc99eb4275	TP6H7545	Erstagatan	52-52	-
865210d8d969	TP7P2223	Eru	17-28	NULL
cdcabe8999d5	UP7P2644	Esfand	04-51	NULL
5545dae5d188	TP6P1323	Eskimo	58-12	Also known as the Clown Face nebula, resembles a persons head surrounded by a parka hood, and is visible with a small telescope in the constellation of Gemini.
e47fe7fd8f8f	UP7Y4688	Eslamabad	18-45	NULL
fb3260f52719	TL9H6105	Esparsett	86-56	NULL
6b2caaeca32a	TP6P1899	Espiritu_Santo	55-44	NULL
ffd90bddc84e	TP7P2121	Esrom	71-52	NULL
cd573e1e4b1a	UP5Y0084	Essex_6	59-45	-
3001c4dfe91e	UP6H7546	Essinge_brogata	52-51	-
6bd327af8151	UP6H7548	Essingtorget	52-17	-
c8cf49d63eb4	TP6P1787	Estonian_Air	71-58	Estonia national airline
0c07dc747695	UP7Y4592	Esubii	69-35	NULL
3d10761b2bce	TP6P1319	Eta_Carinae	72-10	A large bright nebula which surrounds the star Eta Carinae, one of the most massive and luminous stars in the galaxy.
6a7d013b1f79	UP5P0500	Etesianish	56-33	-
8abbafdc5cd4	UP4P0174	Ethanol	-	-
42850b5eff52	UP6P1774	Ethiopian_Airlines	74-01	Ethiopia national airline
3a4bc102e538	UP5P0814	Ethnology	67-37	-
3fb02132dd71	UP5P0832	Ethnomusicology	63-07	-
d897bae245bb	UP5P0764	Ethology	67-17	-
f71792559320	TP6H7681	Etikett	52-08	NULL
0c9332f42423	UP6H7682	Etspulver	68-33	NULL
3472fea82ea8	TP8Y5025	Ettringite	08-40	NULL
1eb2e1b3b343	UP6P1824	Eua	55-29	NULL
99c95bad62e4	UL9P6690	Eucalyptus_Tree	82-45	NULL
150f0038071e	TP7P2581	Eulekopp	26-32	NULL
ed03a2da07ee	UP8Y4992	Euonymus_Alatus	08-59	NULL
163c73e3b530	TP6H7683	Europadon	52-18	NULL
f7e6ff439090	TP5P0827	Europhilia	46-34	-
735afc594218	UP7Y4626	Evdokiya	20-03	NULL
cb254ebf1614	TL8P6555	Everglades	36-44	NULL
f948547cd537	TP6H7547	Evert_Taubes_terrass	77-40	-
f8e4619da3ba	TP7P2379	Everyday_Eddie	26-12	NULL
eca398cf1c36	UP7Y4662	Evgeniy	36-03	NULL
cf79f861ab5c	TP7P2641	Evron	31-48	NULL
0bdaba52437b	UP6P1566	Excite_Bike	76-55	a motocross racing video game for the NES
5bc2cb51921c	TL9P6659	Excommunicated_Cardinal	86-06	NULL
e4684c0559bd	UP5P0762	Exobiologyish	63-09	-
6d9f7b9ec479	TP8P3457	Expedition_Underdrawer	08-14	NULL
69c52178f360	AP7P2011	Eye	02-61	NULL
99439c87eaad	TP6Y4233	Fa	53-18	African Gods and Legendary Heroes
af5bc459c6e5	UP7P2188	Face	44-39	NULL
e561130748cf	TP7P2403	Fada_Radio	06-14	NULL
04cf9412ac8e	TP7Y4631	Fadey	12-40	NULL
d5b88d743430	TP8P3355	Faeroes	02-16	NULL
feffa71077f7	UP7Y4648	Faina	53-53	NULL
ab90f2029182	UP5P0504	Fairy	40-19	-
f2660d6c0521	UP7P2146	Fairy_Godmother	26-57	NULL
7f2771292703	UP7P2152	Faline	44-29	NULL
8dff3afed7e9	UP5H0100	Falk	51-43	-
bef23e9a5714	UP6H7550	Falkenbergsgatan	-	-
af768c4fe499	UP7H8016	Fall	16-29	NULL
022827679a48	TP7Y4781	Falstaff	16-08	NULL
a5488735ece1	TP6H7551	Falugatan	22-64	-
0cf63aa5cf19	UP6H7582	Falukorv	53-51	NULL
36316d61d91f	TP7H8017	Famn	20-16	NULL
8345f5622449	SCUBE061	Galiano	2023-61	NULL
44e4b1d67bf4	TP7P2537	Fantastic_Four	28-32	NULL
7016429f6048	UP7Y4718	Farahan	37-41	NULL
a490e191a5a0	UP4P0110	Farfalle	2029-03	NULL
073911129bf8	UP6Y4392	Fara_Maka	70-25	African Gods and Legendary Heroes
92c569d46a6a	UP6Y4310	Faro	55-59	African Gods and Legendary Heroes
3740f1e662c4	UP5H0110	Farsta	29-11	-
c70e3adc7b6a	UP7P2636	Farvardin	11-23	NULL
9ff882e4a249	TP5H0103	Fasan	57-24	-
096b75c4a60a	UP6H7684	Fasonsax	43-13	NULL
328f4ebeda37	TP7Y4947	Fast	15-14	NULL
f20acb2a653c	UP7P2442	Fastnachtsbrunnen	03-21	NULL
5a802cd40628	UL9H6010	Fatsvamp	81-09	NULL
9afbd6586b5f	AP6H7583	Fattiga_Riddare	09-64	NULL
03662fd5ca28	TP6H7685	Faxpapper	36-04	NULL
700b7bf5876a	TP6P1773	Feather_Duster_Worm	70-42	NULL
89d78fb261d9	UP7P2674	February	04-11	NULL
23fdc419f2e0	TP7P2401	Federal_Radio	26-44	NULL
5941535d871d	UP7Y4650	Fedot	12-23	NULL
d8e2b3231c65	TP7Y4939	Fedsat	05-58	NULL
cf0b2f4bd66f	TP8P3165	Feeler_Gauge	36-60	NULL
92bd78fbd28f	UP7H8268	Fejs	24-55	NULL
dd7da9adc630	TP4Y0045	Feldschloesschen	51-24	-
bfcc6c982bca	TP8P3539	Felt	19-38	NULL
ee3084bb46b2	UP7Y4752	Femur	36-33	NULL
261bc6ec94c2	TP7P2459	Fencing	16-52	NULL
18f8b2337ceb	UP7H8018	Fender	28-03	NULL
0370a102fe28	UP8Y5064	Fengite	08-51	NULL
1515b2ec034c	UP7H8168	Fenix	33-15	NULL
0fd69687d618	TP8Y5047	Fennel	43-12	NULL
bfa834afcdd0	UP5Y0086	Ferrari_Berlinetta	66-01	-
aa9ebf82d2b0	UP4P0310	Ferret	64-55	-
1f4c110d3f1e	UP8Y5056	Ferricrete	23-07	NULL
310d32303eba	UP7P2100	Feta	63-41	NULL
809525499e3b	TP4P0119	Fettuccine	38-54	-
0d05e2331e9c	TP7Y4887	Fiasko	35-34	NULL
f272122cafc2	UP5Y0088	Fiat_124	63-45	-
288a0b1dd9b8	UP7Y4786	Fibula	18-07	NULL
8eb400eed664	UP6H7686	Fickniv	03-51	NULL
ba7934f9fdab	TP8Y4997	Ficus_Neriifolia	23-48	NULL
719f8c186e1a	UP8Y4970	Ficus_Panda	33-47	NULL
98913839345b	UP6P1670	Fiddler_On_The_Roof	70-17	Film adaptation of the famous musical
f64370cae2d9	DSYRef02	FiefDOM	-	NULL
af5e88004e25	UP8P3492	Field_Trousers	08-09	NULL
57424de6f73a	TP5P0999	Fifth_Diseasish	75-20	-
62645a002733	TP4P0141	Fig	21-64	-
dda7d4886746	UP5H0116	Fihja	26-03	-
8ffda3543cc3	TP7H8269	Fik	24-22	NULL
650a85f95550	TP6H7687	Fil	03-12	NULL
4b9d8cbe49b1	UP6H7688	Filter	03-55	NULL
208c9609f580	UP8H8528	Filtrera	80-53	NULL
f4fa643d6461	UL9H6106	Filtros	82-07	NULL
e75f8c3cc972	TP6P1541	Final_Fantasy	70-56	the defining RPG series
0cc2546719eb	AP7P2009	Finger	02-63	NULL
d251f0ab5fea	UP5H0228	Fingerbulen	47-13	-
7c67c1321139	TL9H6107	Fingerhirs	85-56	NULL
e43437c1825b	TP8P3107	Finless_Porpoise	05-14	NULL
c56dea994ced	TP6P1767	Finnair	60-14	Finland national airline
3cf84f3cef40	UP5H0226	Finnkobben	57-55	-
e825465e5e14	UP7P2578	Finthen	03-15	NULL
83824cad4ee7	UP8P3102	Fin_Whale	15-35	NULL
4f369ab46dbf	UP6P1208	Firethorn	56-37	Hole 15 Par 5   530 yards
bdee3d653170	TP8P3555	Fire_Island	35-42	NULL
33fc1bd553e2	AP6P1141	Fire_Stop	-	Material used to close open parts especially of a building for preventing the spread of fire
66a1bcf08f16	UP7Y4712	Firouzabad	03-43	NULL
011d29bbcdb2	TL9P6707	Fir_Tree	86-54	NULL
489c743f1b29	UP7H8236	Fiskare	15-55	NULL
fa323a7ab601	TP6H7553	Fiskargatan	68-48	-
20c3e27f1b9c	TP7H8131	Fiskarna	42-26	NULL
58ec6996919b	TP5H0227	Fiskekobb	47-14	-
9847693c1197	UP6P1382	Five_Crowns	65-03	A card Game
c72edee45df5	TP6H7689	Fixtur	28-24	NULL
160fa44d4673	UP8H8530	Flaga	80-11	NULL
4553694f29ec	TP8H8531	Flambera	01-24	NULL
73198bc97075	TP6P1359	Flame	72-18	Part of the Orion Molecular Cloud Complex, a star-forming region that includes the famous Horsehead Nebula.
466e7594495c	UP6P1692	Flame_Scallop	70-29	NULL
c313d7db55b7	UP6P1726	Flamingo_Tongue	75-33	NULL
3ce7dc443f2a	UP7H8270	Flarra	24-23	NULL
4af78500bbf6	UP9P3832	Flash_Flood	79-41	NULL
2b8f8f22a689	UL9H6108	Flaskstarr	86-51	NULL
9e04d67c2fc7	UP6H7690	Flatkabel	18-09	NULL
dadca34d6e8d	TP5H0229	Flatkobben	57-02	-
9117fdb0eb77	TP5H0223	Flatskutharan	-	-
0b600c82c4db	TP6P1775	Flatworm	75-30	NULL
10344741a2f6	AP6P1147	Flat_Top	78-63	short haircut brushed straight up and cut flat
33dd22b7e546	UP9P3724	Flaubert	14-25	NULL
4da7f92cad09	UP8P3490	Fleece_Jacket	08-05	NULL
7f43fbd81ad9	UP7P2564	Flehbutz	34-21	NULL
d65cd4992a83	UP6H7554	Fleminggatan	-	-
a3351b112e57	UP5H0184	Flemingsberg	59-39	-
7fa81356850e	TP8P3205	Flexatone	05-44	NULL
4d9e3717241a	SCUBE055	Gozo	2023-55	NULL
8147a8ef87c0	TP6H7555	Flintbacken	68-26	-
6df516d92e68	UP7H8132	Floden	42-37	NULL
2064132c45d5	UL9H6042	Flodtagging	81-25	NULL
a9df3813efe6	TP9P3775	Floo_Network	01-16	NULL
cf08dc9919da	AP5P0453	Florida	67-64	-
f4b93e2ed6de	TP9P3773	Flourish_And_Blotts	01-26	NULL
8991a288d2f5	UP6P1226	Flowering_Crab_Apple	48-41	Hole  4 Par 3   240 yards
fc2bb7c46ce5	UP6P1234	Flowering_Peach	65-19	Hole  3 Par 4   350 yards
b44958656e19	TP9P3719	Floyd	14-32	NULL
bd7bc5ff1acc	UL9H6166	Fluga	84-35	NULL
b3b99e413336	TP7H8169	Flugan	25-22	NULL
fc84720f3c66	UP5H0138	Flugsnappare	78-15	-
f97852711258	UP6H7696	Flundra	68-51	NULL
6f242f105485	TP4P0127	Fluorine	21-54	-
f4df62042cf0	TP6H7691	Flussmedel	20-14	NULL
03de33ccfa7a	UP6H7584	Flygande_Jacob	51-53	NULL
58191b7511ea	UP7H8170	Flygfisken	01-13	NULL
5a180b0ac9a7	TL9H6109	Flyghavre	81-26	NULL
f495c0f7c171	TP7H8271	Fnula	23-32	NULL
686822b226b8	UP5P0530	Foehn	29-47	-
ef3b411a6421	TP8P3437	Fogazzaro	02-44	NULL
24e5c2d44074	TP6H7557	Folkskolegatan	77-14	-
5695e5f158cc	UP6H7558	Folkungagatan	45-13	-
3563c3d57e8e	UP6Y4370	Fong_Tsai	47-07	Chinese gods and mythical heroes
737b88a52d11	UP6H7622	Fontina	77-25	NULL
578a44512112	TP6P1919	Fontina_Daosta	76-24	NULL
e705ccfac503	UP6P1328	Footprint	69-39	It was imaged by the Hubble Space Telescope in the 1990s.
de7f404c4813	TP7P2747	Forbidden_City	04-32	NULL
1fa7b4422fb3	TP9P3761	Forbidden_Forrest	01-20	NULL
196d40026bc9	UP5Y0090	Ford_Mustang	50-09	-
b5507b351430	UP7P2370	Forest_Banks	45-59	NULL
d1fca3346ff6	UP6P1224	Forgetmenot	75-21	A Flower
8c4b07d01ada	TP7H8119	Fornjot	10-06	NULL
19a6ac49b2a7	UP9P3772	Forrest_of_Dean	07-55	NULL
06a7e4795b7f	TP7H8071	Forsete	20-60	NULL
8e0a423203bc	TP6H7559	Forskarbacken	53-24	-
6a2933537307	TP6P1519	FORTRAN	75-24	The IBM Mathematical Formula Translating System
d25ebcc04c71	UP8P3454	Foscolo	19-43	NULL
a57760961548	UP7H8232	Fotograf	25-49	NULL
4a00ad3f57ee	UP7Y4828	Foudia_Rubra	18-17	NULL
96b5c4b0fe5f	TP7Y4871	Foundation	35-08	NULL
573dcb87cdcc	TL9P6611	Four_Legged_Mimic	82-06	NULL
9a1637554064	UP4P0312	Fox	38-11	-
e98575fcbca5	UP8P3310	Fox_Valley	37-47	NULL
519c919448b1	TP9P3707	Fozzie_Bear	22-10	NULL
0b184e5a839b	UP8P3120	Franciscana	16-59	NULL
1ea82d9a5af0	UP5P0892	Francophilia	39-39	-
46c50860eb1b	UP6P1280	Frankenstein	58-23	Frankensteins monster is a creature first appearing in Mary Shelleys novel, Frankenstein, or The Modern Prometheus.  Frankenstein was the name of the creatures creator, and not the monster itself.
0e391dad60d4	TP5P0945	Frankfort	59-48	-
91fd0f9da867	XK4Y0003	Frankfurt	-	-
fd5bfdf7087b	TP8P3249	Fraser_River	09-06	NULL
72778fb5fff0	UP7Y4952	Fraxinus_Uhdei	43-29	NULL
4a69f7426979	UP6P1250	Freddy_Krueger	48-39	Frederick Charles Krueger is a fictional character from the Nightmare on Elm Street series.  He is an undead serial killer and child killer who can attack his victims supernaturally from within their own dreams & nightmares.
9039fcfb8fce	AP7P2073	Frederick_Cook	05-61	NULL
fcb45157fdb6	UL9P6682	Fredrick_Hanson	86-11	NULL
f3e5a9531ebd	UP6H7742	Fredrik_Sorqvist	45-07	NULL
ae8cd9812b41	PSLSyn02	FreeDOM	-	-
186df6f34856	DFLRef03	FreeDOM-x	-	NULL
eb0b443e6419	TP6P1411	Free_Cell	71-12	A card Game
99e71442ce7d	TP7H8121	Frej	23-30	NULL
3a7fa916e12a	UP7H8122	Freja	34-05	NULL
54a120dda28a	UP6P1656	French_Connection	61-33	Morally ambiguous cop movie
5ee6271f4814	UP7P2382	Freshman_Radio	03-27	NULL
09e50581b04b	TP6P1279	Friday_The_13	63-50	Friday the 13th is a 1980 slasher film directed by Sean S. Cunningham and written by Victor Miller, admittedly made to cash in on the success of Halloween, the films theme was to take -mom and apple pie and turn it on its head.
decf0522e827	UP5H0208	Fridhemsplan	57-45	-
18e410a7aae7	TP7P2709	Fridtjof_Nansen	04-02	NULL
e133f6ea4687	TP5Y0123	Friedrichsfelde	30-32	-
4d983ea5297a	TP5Y0095	Friedrichstrasse	38-10	-
85345cd5b2e1	UP7H8094	Frigg	43-41	NULL
eeb05853ee18	UP5P0662	Frigophobia	39-01	-
e28027ef8e7e	UP7H8020	Frihult	34-15	NULL
8d8bd6656169	TL9P6703	Fringetree	86-50	NULL
2d8855de11cd	UP7P2466	Frisbee	15-19	NULL
90d73b6d5d4b	TP8H8505	Fritera	79-16	NULL
3b3b8e139c40	TP7H8247	Fritidsledare	31-06	NULL
f37749ee7ee7	UP8Y5148	Friuli	51-29	NULL
e3656df2f6ac	UP6P1582	Frogger	76-43	an arcade game where you must navigate a frog across a busy street
1b8533c6fbd0	UP9P3904	Frogs	79-01	NULL
26f7bda7946d	TP6P1751	From_Russia_With_Love	73-08	Second Bond Film
6cec72be4562	TP6P1357	Frosty_Leo	58-30	Featured on the cover of the December-94 issue of Physics Today.
192a353c9e4f	TP7Y4879	Frritt_Flacc	13-08	NULL
e9261df5b2b4	TP6Y4239	Fu	70-18	African Gods and Legendary Heroes
dddb1a424ab8	UP7P2456	Fuchsbau	05-49	NULL
bff0d2d36b56	UP4P0132	Fugu	38-57	-
7ab5964b8e9e	UL8P6512	Fuji_Bikes	83-29	NULL
8a57101b11a5	AP6P1140	Full_Stop	44-61	A punctuation mark indicating the end of a sentence
e531584b2d68	TP6Y4393	Fumu	55-06	African Gods and Legendary Heroes
58effa3e072a	TP6P1897	Funafuti	55-36	NULL
70286d69827b	TP7Y4805	Fusconaia_Cor	10-32	NULL
29e20c379b22	TP7Y4945	Fuse	13-02	NULL
896453b19189	UP4P0106	Fusilli	49-55	-
e64997a20a88	UP6P1830	Futuna	75-53	NULL
2eb8ff2da162	TP6Y4473	Fuxing	48-42	Chinese gods and mythical heroes
22a0abf35841	UP6Y4264	Fu_Xi	53-13	Chinese gods and mythical heroes
1a1002d277c0	TP7Y4615	Fyodor	20-56	NULL
cd6e2e38a032	TL9H6137	Fyrk	82-46	NULL
98d2217d040c	TP7H8241	Fysiker	24-54	NULL
a9b7ad0f88eb	TP7Y4563	Gabali	69-18	NULL
e51ec4c3e0fb	UP8Y5170	Gabelsee	23-19	NULL
9d23f0c54e70	UP8P3462	Gadda	02-19	NULL
cb1704b59dd2	TP7Y4611	Gadzhiyevo	77-42	NULL
26b88b018e15	UL9H6110	Gaffelfibbla	86-27	NULL
79c9cb41b839	TL9H6045	Gaffelriska	81-30	NULL
aea65a3e4c05	UP7H8272	Gaffla	25-43	NULL
a9af6f3604f0	TP7H8021	Gaj	03-52	NULL
c0985b8a00de	TP6P1431	Gakona_River	67-54	rises in SE foothills of Alaska Range
fb461d2654d1	TP7P2529	Galactus	03-02	NULL
a987b966d0f2	UP7P2236	Galadriel	17-05	NULL
eb7f531c0733	UP6P1580	Galaga	52-25	an arcade game released in the early 80s
7f1028d12577	TP7P2715	Galapagos_Fur_Seal	11-46	NULL
9c96bb6f8f01	UP7Y4838	Galaxias_Fuscus	19-29	NULL
b2fb40bee8ac	UP5P0532	Gale	54-29	-
aa69bded76a9	UP7Y4936	Galex	34-57	NULL
e57ac684d874	AP8P3027	Galileo	81-62	NULL
bc35ab0c0620	TP8P3245	Gallatin_River	09-48	NULL
9ebd9f9d4c41	UP6H7560	Gallerian	77-03	-
803862fec756	TP6H7561	Galtholmen	-	-
b4f88a3cce9d	UP8Y5156	Gamalost	24-31	NULL
706c4e611644	TP7P2513	Gambit	51-30	NULL
1f0b62be3733	UP6H7562	Gambrinusgatan	22-37	-
72a8b301512c	SCUBE017	Gylto	2023-17	NULL
8a5135a98180	TP8P3619	Game_Of_Life	14-54	NULL
a41180160b85	TP6H7563	Gamla_brogatan	52-42	-
0d7bbbb87f61	UP5H0170	Gamla_stan	50-05	-
12d916cbdf3f	UP5P0624	Gamophobiaish	65-07	-
a958f3f3be93	UP8P3292	Ganges_River	19-37	NULL
2295de4ab6eb	TP7P2745	Ganges_River_Dolphin	09-42	NULL
e6fd616c37d0	UP7H8110	Ganndul	20-15	NULL
a5b57a6dfa0d	UP4P0184	Garbanzo_bean	54-47	-
1b699147c996	UP5P0514	Gargoyle	29-43	-
c4644ee13484	SCIN0005	Garlic_Naan	2020-05	NULL
86e958e3f2a0	UP8H8532	Garnera	01-47	NULL
6b97625c90eb	UP6Y4410	Garuda	65-27	Indian Gods and legendary heroes
d45104a36aaa	TP7Y4539	Garumni	06-30	NULL
4391f0fc4620	TP7H8223	Garvare	42-38	NULL
13995a8e34fa	UL8P6516	Gary_Fisher	83-13	NULL
1bf83dca1c89	AP7P2006	Gasherbrum	31-63	NULL
f60fe6801229	UP7P2160	Gaston	44-55	NULL
4b2613967721	UP8P3550	Gates_of_the_Arctic	35-33	NULL
b5ba44a5d4f1	TL9H6111	Gatkamomill	81-42	NULL
b04948f85b45	TP6P1573	Gauntlet	64-38	a fantasy based arcade bame with multiplayer capabilities
c913c77ddddc	UP9P3762	Gaunt_Shack	79-23	NULL
452a435e5a05	TP6H7565	Gaveliusgatan	77-16	-
8945dcc56f7c	TP7Y4803	Gazella_Doma	37-08	NULL
cf973bde89f8	TP8Y5083	Gbejna	43-42	NULL
caae2293e43e	DFLRef08	GeekDOM	-	-
35d44b2d0794	TP7H8095	Gefjon	20-22	NULL
382ae25f4aeb	TP7P2603	Geigerfraenzje	03-10	NULL
238de71b398b	TP8Y5087	Geitost	33-32	NULL
a073a64a7711	UP7Y4610	Gelendzhik	55-19	NULL
0742bd5eabed	UK4P0049	Gemini	-	-
b6233f625935	TP7Y4699	Genaveh	18-34	NULL
aefac00535e2	UP5P0828	Genealogy	49-09	-
00388825b7a6	TP7P2433	General_Electric_Radio	20-36	NULL
25ff08bd303f	TP6P1637	General_Peckem	53-30	Character from Joseph Hellers catch-22
2ba62200004d	UP6P1600	General_Scheisskopf	64-07	Character from Joseph Hellers catch-22
2efcedafc0ae	TP9P3905	General_Wetness	79-60	NULL
1bcbfdd5be25	UP5P0562	Genie	50-03	-
c992e597a438	UP5P0726	Geniophobia	29-03	-
ef089997c7a2	UP5P0916	Genpachi_Inukai	39-11	-
f23d9bd03617	TP8Y5055	Gentian	42-60	NULL
f713a2dc64b1	UP5P0626	Genuphobia	63-03	-
e185163fddb5	TL9P6691	Geoffrey_Gullickson	86-30	NULL
db107c624ade	UP7H8242	Geolog	31-33	NULL
fd038f3e53f9	UP5P0822	Geology	69-55	-
ece869d57ba5	AP7P2072	George_DeLong	18-61	NULL
2dfa288fd120	UP5P0928	Georgia	46-17	-
fbeef95b4a7e	UP7P2356	Georgia_Peach	24-47	NULL
6352ec1fc975	UP7P2174	Geppeto	62-45	NULL
544d49f23d53	UP7Y4708	Gerash	28-17	NULL
fdd316e90cb8	TP6P1267	Gerbera	75-54	A Flower
2af4ca92e77b	UP4P0314	Gerbil	46-49	-
ffdd1a8c6dc3	UP5P0886	Germanophilia	59-11	-
28ef75f1d652	TP7P2637	Gesher	31-46	NULL
f8ca1cccfdb4	UP7P2616	Gesher_Haziv	32-13	NULL
ca8cb2087961	UP5H0224	Getkobben	57-01	-
59ad9a20eeeb	TL9H6167	getting	85-58	NULL
404d462cc393	UP7P2364	Gettysburg_Eddie	41-43	NULL
c2d876e93eba	TP7Y4665	Ghaemshahr	28-48	NULL
860872e3b5ca	UP9P3900	Ghostly_Fog	14-41	NULL
9d79aa0596fd	UP6P1310	Ghost_of_Jupiter	72-47	Named for its similar appearance to the planet.
e3ebb9a50d2b	TP7P2565	Ghost_Rider	03-26	NULL
ee2157e41f5d	TP7Y4707	Ghouchan	19-50	NULL
423d7217d354	UP7Y4798	Gianni_Schicchi	34-13	NULL
c05e857f435b	UP9P3820	Giant_Beaver	79-09	NULL
6d4f52ae9fbf	UL8P6518	Giant_Bikes	83-55	NULL
12208e1de183	TP6P1841	Giant_Clam	75-34	NULL
a2eb6aebcb04	TP9P3841	Giant_Cryptodire_Turtle	80-26	NULL
c5fb28450958	UP9P3824	Giant_Cursorial_Owl	32-19	NULL
0f7e9d24f851	UP9P3848	Giant_Elephant	79-03	NULL
a2d518f3005e	TP9P3839	Giant_Kangaroo	32-30	NULL
149d0400b77d	TP9P3847	Giant_Peccary	79-48	NULL
33f260ff911b	UP6P1730	Giant_Squid	76-49	NULL
98d24908a858	TP9P3823	Giant_Teratorn	80-12	NULL
55eecd78fd0f	TP9P3857	Giant_Wallaby	31-24	NULL
3946d2832d8d	UP5P1046	Giardia	78-37	-
e0b0716d897e	UP4P0316	Gibbon	38-13	-
43aea87c8797	TP7P2573	Gickel	34-22	NULL
ca3c4997a9f2	TP7Y4817	Gila_Modesta	28-56	NULL
42fb1de916d0	UP7P2238	Gil_galad	09-21	NULL
834345997d1f	UL9P6694	Gingko_Tree	82-17	NULL
5edab51ff2b5	TP6P1377	Gin_Rummy	65-38	A card Game
9e0d4896ac18	AP8P3034	Giotto	80-64	NULL
006714f851d4	UP4P0318	Giraffe	49-41	-
59857e921d6f	TP7H8133	Giraffen	42-36	NULL
416e145910ad	TP6Y4433	Girischa	73-14	Indian Gods and legendary heroes
9cfbebc4ffa3	TP8P3637	Girl_Talk	22-56	NULL
c8ae0aa6ae96	TP6P1651	Giuseppe22	52-12	Character from Joseph Hellers catch-22
6ae33cb4c9b6	TP7P2639	Givat_Haim	31-26	NULL
a2ab9810be00	TP7P2647	Givat_oz	31-32	NULL
8dffea0e34b0	UP7P2680	Giza_pyramid	04-45	NULL
e292f81f159a	UP7H8120	Gjalp	08-33	NULL
d56b547a88d5	UP7H8224	Gjutare	25-33	NULL
041f7e0f34cc	UP6H7566	Gjutargatan	77-43	-
34c550e31179	UP6Y4254	Gla	47-29	African Gods and Legendary Heroes
4004348e35f8	TP8P3541	Glacier_Bay	16-04	NULL
9b54b20558bd	UP5P0834	Glaciology	67-11	-
1b03caae2b52	UP5H0104	Glada	46-05	-
7c12d72cb07b	UP7P2256	Glamdring	62-07	NULL
